id	valid	count
chr1	TRUE	24147996
chr10	TRUE	7522464
chr11	TRUE	17366902
chr11_gl000202_random	TRUE	0
chr12	TRUE	13918908
chr13	TRUE	2480294
chr14	TRUE	4681010
chr15	TRUE	7773328
chr16	TRUE	7757772
chr17	TRUE	9880724
chr17_gl000203_random	TRUE	0
chr17_gl000204_random	TRUE	0
chr17_gl000205_random	TRUE	0
chr17_gl000206_random	TRUE	0
chr18	TRUE	2812786
chr18_gl000207_random	TRUE	0
chr19	TRUE	8451124
chr19_gl000208_random	TRUE	0
chr19_gl000209_random	TRUE	0
chr1_gl000191_random	TRUE	0
chr1_gl000192_random	TRUE	0
chr2	TRUE	12939982
chr20	TRUE	3994602
chr21	TRUE	4185758
chr21_gl000210_random	TRUE	0
chr22	TRUE	4901362
chr3	TRUE	10327986
chr4	TRUE	6693584
chr4_gl000193_random	TRUE	0
chr4_gl000194_random	TRUE	0
chr5	TRUE	10223570
chr6	TRUE	14009766
chr7	TRUE	11942906
chr7_gl000195_random	TRUE	0
chr8	TRUE	6074396
chr8_gl000196_random	TRUE	0
chr8_gl000197_random	TRUE	0
chr9	TRUE	8868766
chr9_gl000198_random	TRUE	0
chr9_gl000199_random	TRUE	0
chr9_gl000200_random	TRUE	0
chr9_gl000201_random	TRUE	0
chrM	TRUE	15282010
chrUn_gl000211	TRUE	0
chrUn_gl000212	TRUE	0
chrUn_gl000213	TRUE	0
chrUn_gl000214	TRUE	0
chrUn_gl000215	TRUE	0
chrUn_gl000216	TRUE	0
chrUn_gl000217	TRUE	0
chrUn_gl000218	TRUE	0
chrUn_gl000219	TRUE	0
chrUn_gl000220	TRUE	0
chrUn_gl000221	TRUE	0
chrUn_gl000222	TRUE	0
chrUn_gl000223	TRUE	0
chrUn_gl000224	TRUE	0
chrUn_gl000225	TRUE	0
chrUn_gl000226	TRUE	0
chrUn_gl000227	TRUE	0
chrUn_gl000228	TRUE	0
chrUn_gl000229	TRUE	0
chrUn_gl000230	TRUE	0
chrUn_gl000231	TRUE	0
chrUn_gl000232	TRUE	0
chrUn_gl000233	TRUE	0
chrUn_gl000234	TRUE	0
chrUn_gl000235	TRUE	0
chrUn_gl000236	TRUE	0
chrUn_gl000237	TRUE	0
chrUn_gl000238	TRUE	0
chrUn_gl000239	TRUE	0
chrUn_gl000240	TRUE	0
chrUn_gl000241	TRUE	0
chrUn_gl000242	TRUE	0
chrUn_gl000243	TRUE	0
chrUn_gl000244	TRUE	0
chrUn_gl000245	TRUE	0
chrUn_gl000246	TRUE	0
chrUn_gl000247	TRUE	0
chrUn_gl000248	TRUE	0
chrUn_gl000249	TRUE	0
chrX	TRUE	7352072
chrY	TRUE	190542
