id	valid	count
chr1	TRUE	8569912
chr10	TRUE	3758259
chr11	TRUE	3821790
chr11_gl000202_random	TRUE	1
chr12	TRUE	3837615
chr13	TRUE	897416
chr14	TRUE	2483341
chr15	TRUE	3894312
chr16	TRUE	4330544
chr17	TRUE	5989426
chr17_gl000203_random	TRUE	1
chr17_gl000204_random	TRUE	112
chr17_gl000205_random	TRUE	198
chr17_gl000206_random	TRUE	0
chr18	TRUE	737442
chr18_gl000207_random	TRUE	0
chr19	TRUE	5595187
chr19_gl000208_random	TRUE	61
chr19_gl000209_random	TRUE	5
chr1_gl000191_random	TRUE	2787
chr1_gl000192_random	TRUE	11267
chr2	TRUE	4843026
chr20	TRUE	1984659
chr21	TRUE	1432195
chr21_gl000210_random	TRUE	14
chr22	TRUE	2530017
chr3	TRUE	5903698
chr4	TRUE	2682352
chr4_gl000193_random	TRUE	8
chr4_gl000194_random	TRUE	13363
chr5	TRUE	2977845
chr6	TRUE	3644283
chr7	TRUE	4012388
chr7_gl000195_random	TRUE	1692
chr8	TRUE	1789667
chr8_gl000196_random	TRUE	924
chr8_gl000197_random	TRUE	759
chr9	TRUE	3304991
chr9_gl000198_random	TRUE	19
chr9_gl000199_random	TRUE	1
chr9_gl000200_random	TRUE	366
chr9_gl000201_random	TRUE	328
chrM	TRUE	50470
chrUn_gl000211	TRUE	6893
chrUn_gl000212	TRUE	60
chrUn_gl000213	TRUE	10
chrUn_gl000214	TRUE	46
chrUn_gl000215	TRUE	46
chrUn_gl000216	TRUE	5
chrUn_gl000217	TRUE	89
chrUn_gl000218	TRUE	6243
chrUn_gl000219	TRUE	711
chrUn_gl000220	TRUE	34
chrUn_gl000221	TRUE	256
chrUn_gl000222	TRUE	83
chrUn_gl000223	TRUE	13025
chrUn_gl000224	TRUE	50
chrUn_gl000225	TRUE	13
chrUn_gl000226	TRUE	0
chrUn_gl000227	TRUE	244
chrUn_gl000228	TRUE	7
chrUn_gl000229	TRUE	1
chrUn_gl000230	TRUE	3
chrUn_gl000231	TRUE	7
chrUn_gl000232	TRUE	4
chrUn_gl000233	TRUE	43
chrUn_gl000234	TRUE	11
chrUn_gl000235	TRUE	16
chrUn_gl000236	TRUE	24
chrUn_gl000237	TRUE	2
chrUn_gl000238	TRUE	288
chrUn_gl000239	TRUE	1
chrUn_gl000240	TRUE	100
chrUn_gl000241	TRUE	1163
chrUn_gl000242	TRUE	0
chrUn_gl000243	TRUE	115
chrUn_gl000244	TRUE	2
chrUn_gl000245	TRUE	3
chrUn_gl000246	TRUE	25
chrUn_gl000247	TRUE	654
chrUn_gl000248	TRUE	2292
chrUn_gl000249	TRUE	74
chrX	TRUE	1793240
chrY	TRUE	96173
