id	valid	count
chr1	TRUE	7370472
chr10	TRUE	3507203
chr11	TRUE	5658090
chr12	TRUE	3131307
chr13	TRUE	2969009
chr13_random	TRUE	37261
chr14	TRUE	3044242
chr15	TRUE	3206477
chr16	TRUE	3851938
chr16_random	TRUE	0
chr17	TRUE	17063000
chr17_random	TRUE	20091
chr18	TRUE	2797389
chr19	TRUE	2339918
chr1_random	TRUE	18440
chr2	TRUE	7212355
chr3	TRUE	4466789
chr3_random	TRUE	65
chr4	TRUE	4115207
chr4_random	TRUE	3874
chr5	TRUE	4871140
chr5_random	TRUE	6762
chr6	TRUE	5431328
chr7	TRUE	4673087
chr7_random	TRUE	1116
chr8	TRUE	3873616
chr8_random	TRUE	18202
chr9	TRUE	6063181
chr9_random	TRUE	7439
chrM	TRUE	6200535
chrUn_random	TRUE	55109
chrX	TRUE	2827282
chrX_random	TRUE	15197
chrY	TRUE	216
chrY_random	TRUE	8052
