id	valid	count
chr1	TRUE	22075737
chr10	TRUE	6818911
chr11	TRUE	13126208
chr11_gl000202_random	TRUE	7
chr12	TRUE	11280300
chr13	TRUE	2308748
chr14	TRUE	4224623
chr15	TRUE	6046883
chr16	TRUE	6315368
chr17	TRUE	8764869
chr17_gl000203_random	TRUE	4064
chr17_gl000204_random	TRUE	1
chr17_gl000205_random	TRUE	81924
chr17_gl000206_random	TRUE	0
chr18	TRUE	2561162
chr18_gl000207_random	TRUE	0
chr19	TRUE	7311297
chr19_gl000208_random	TRUE	17
chr19_gl000209_random	TRUE	5
chr1_gl000191_random	TRUE	79099
chr1_gl000192_random	TRUE	38371
chr2	TRUE	11959783
chr20	TRUE	3695424
chr21	TRUE	3772585
chr21_gl000210_random	TRUE	0
chr22	TRUE	4247667
chr3	TRUE	9833789
chr4	TRUE	5984042
chr4_gl000193_random	TRUE	15445
chr4_gl000194_random	TRUE	33274
chr5	TRUE	9487687
chr6	TRUE	11844805
chr7	TRUE	11113097
chr7_gl000195_random	TRUE	165963
chr8	TRUE	5469296
chr8_gl000196_random	TRUE	1816
chr8_gl000197_random	TRUE	0
chr9	TRUE	8462415
chr9_gl000198_random	TRUE	8659
chr9_gl000199_random	TRUE	64
chr9_gl000200_random	TRUE	1237
chr9_gl000201_random	TRUE	0
chrM	TRUE	14723233
chrUn_gl000211	TRUE	7595
chrUn_gl000212	TRUE	25769
chrUn_gl000213	TRUE	428
chrUn_gl000214	TRUE	138092
chrUn_gl000215	TRUE	825
chrUn_gl000216	TRUE	56
chrUn_gl000217	TRUE	137
chrUn_gl000218	TRUE	46003
chrUn_gl000219	TRUE	25762
chrUn_gl000220	TRUE	3659327
chrUn_gl000221	TRUE	18599
chrUn_gl000222	TRUE	5966
chrUn_gl000223	TRUE	14377
chrUn_gl000224	TRUE	27703
chrUn_gl000225	TRUE	99
chrUn_gl000226	TRUE	306
chrUn_gl000227	TRUE	4695
chrUn_gl000228	TRUE	562
chrUn_gl000229	TRUE	517
chrUn_gl000230	TRUE	45
chrUn_gl000231	TRUE	38
chrUn_gl000232	TRUE	8
chrUn_gl000233	TRUE	283
chrUn_gl000234	TRUE	6
chrUn_gl000235	TRUE	16
chrUn_gl000236	TRUE	12
chrUn_gl000237	TRUE	348
chrUn_gl000238	TRUE	145
chrUn_gl000239	TRUE	209
chrUn_gl000240	TRUE	1803
chrUn_gl000241	TRUE	12772
chrUn_gl000242	TRUE	10
chrUn_gl000243	TRUE	3788
chrUn_gl000244	TRUE	74
chrUn_gl000245	TRUE	128
chrUn_gl000246	TRUE	4089
chrUn_gl000247	TRUE	11307
chrUn_gl000248	TRUE	2
chrUn_gl000249	TRUE	8110
chrX	TRUE	7060403
chrY	TRUE	147409
